generated_at,ticker,recommendation,tactical_signal,investment_view,conviction_level,signal_score,adjusted_signal_score,confidence,model_quality_score,macro_regime,headline_count,confident_headline_count,top_positive_keywords,top_negative_keywords,drivers,risk_flags,source_breakdown,reasoning
2026-03-10T23:30:20.867871+00:00,RTX,SELL,SELL,NEGATIVE,MEDIUM,-0.7689,-0.8889,0.9387,3.96,risk_off,207,178,"surges, surge, buyback, jump, upgrades","threatens, warning, concerns",Positive news sentiment (62/178 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 197, 'yahoo_finance': 10}","62 of 178 confident headlines classified positive, 10 negative, 106 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 10 negative headline(s) countering 62 positive one(s). Lexicon detected bullish signals: surges, surge, buyback (lexicon score: +0.00). Lexicon detected bearish signals: threatens, warning, concerns (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.769."
2026-03-10T23:22:17.741905+00:00,AMAT,SELL,SELL,NEGATIVE,MEDIUM,-0.7601,-0.8801,0.9319,3.96,risk_off,252,213,"jumps, target on, surges, profit rises, soars","dive, avoid, slump, declines, risks",Positive news sentiment (77/213 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 242, 'yahoo_finance': 10}","77 of 213 confident headlines classified positive, 7 negative, 129 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 7 negative headline(s) countering 77 positive one(s). Lexicon detected bullish signals: jumps, target on, surges (lexicon score: +0.02). Lexicon detected bearish signals: dive, avoid, slump (lexicon score: +0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.760."
2026-03-10T23:20:45.932892+00:00,AVGO,SELL,SELL,NEGATIVE,HIGH,-0.7195,-0.9395,0.9487,3.96,risk_off,10,9,,tumble,Positive news sentiment (5/9 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"5 of 9 confident headlines classified positive, 1 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 1 negative headline(s) countering 5 positive one(s). Lexicon detected bearish signals: tumble (lexicon score: -0.11). Composite signal score: -0.720."
2026-03-10T23:25:23.854474+00:00,AMGN,SELL,SELL,NEGATIVE,MEDIUM,-0.7177,-0.7377,0.9464,3.96,risk_off,223,208,"surges, rally, soars, beat, outperforming","downgrades, concerns, downgraded, crashes, pressure",Positive news sentiment (106/208 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 213, 'yahoo_finance': 10}","106 of 208 confident headlines classified positive, 18 negative, 84 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 18 negative headline(s) countering 106 positive one(s). Lexicon detected bullish signals: surges, rally, soars (lexicon score: +0.01). Lexicon detected bearish signals: downgrades, concerns, downgraded (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.718."
2026-03-10T23:24:27.391133+00:00,JNJ,SELL,SELL,NEGATIVE,MEDIUM,-0.7024,-0.7224,0.927,3.96,risk_off,154,133,"fda approval, major deal, milestone, surged","lawsuit, tumble, class action",Positive news sentiment (53/133 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 144, 'yahoo_finance': 10}","53 of 133 confident headlines classified positive, 30 negative, 50 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 30 negative headline(s) countering 53 positive one(s). Lexicon detected bullish signals: fda approval, major deal, milestone (lexicon score: -0.01). Lexicon detected bearish signals: lawsuit, tumble, class action (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.702."
2026-03-10T23:25:09.998534+00:00,TMO,SELL,SELL,NEGATIVE,MEDIUM,-0.7013,-0.7213,0.9602,3.96,risk_off,228,208,"expands, breakthrough, boom, beats estimates, price target raised","lawsuit, pressure",Positive news sentiment (94/208 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 218, 'yahoo_finance': 10}","94 of 208 confident headlines classified positive, 26 negative, 88 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 26 negative headline(s) countering 94 positive one(s). Lexicon detected bullish signals: expands, breakthrough, boom (lexicon score: +0.01). Lexicon detected bearish signals: lawsuit, pressure (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.701."
2026-03-10T23:21:39.189634+00:00,QCOM,SELL,SELL,NEGATIVE,MEDIUM,-0.701,-0.821,0.9197,3.96,risk_off,251,215,"expands, upgraded, outperforms, target on, milestone","lawsuit, downgraded, warns, class action, crashes",Positive news sentiment (76/215 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 241, 'yahoo_finance': 10}","76 of 215 confident headlines classified positive, 24 negative, 115 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 24 negative headline(s) countering 76 positive one(s). Lexicon detected bullish signals: expands, upgraded, outperforms (lexicon score: -0.00). Lexicon detected bearish signals: lawsuit, downgraded, warns (lexicon score: -0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.701."
2026-03-10T23:20:54.563188+00:00,AMD,SELL,SELL,NEGATIVE,MEDIUM,-0.6951,-0.9151,0.9515,3.96,risk_off,195,172,"jump, surge, overweight, jumps, accelerates","drops, avoid, crashes, plummeted, warns",Positive news sentiment (76/172 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 185, 'yahoo_finance': 10}","76 of 172 confident headlines classified positive, 17 negative, 79 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'goog' detected (historically negative avg CAR=-0.38%). Signal partially dampened by 17 negative headline(s) countering 76 positive one(s). Lexicon detected bullish signals: jump, surge, overweight (lexicon score: +0.01). Lexicon detected bearish signals: drops, avoid, crashes (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.695."
2026-03-10T23:33:05.400531+00:00,NEE,SELL,SELL,NEGATIVE,MEDIUM,-0.6842,-0.7042,0.9541,3.96,risk_off,221,205,"boom, surge, expands, soar, overweight rating","concerns, disappoints, drops, sells off",Positive news sentiment (102/205 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 211, 'yahoo_finance': 10}","102 of 205 confident headlines classified positive, 21 negative, 82 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'goog' detected (historically negative avg CAR=-0.38%). Signal partially dampened by 21 negative headline(s) countering 102 positive one(s). Lexicon detected bullish signals: boom, surge, expands (lexicon score: +0.03). Lexicon detected bearish signals: concerns, disappoints, drops (lexicon score: +0.03). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.684."
2026-03-10T23:23:37.446986+00:00,USB,SELL,SELL,NEGATIVE,HIGH,-0.6739,-0.8939,0.9763,3.96,risk_off,10,9,"outperforming, doubles down",,Positive news sentiment (5/9 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"5 of 9 confident headlines classified positive, 2 negative, 2 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 2 negative headline(s) countering 5 positive one(s). Lexicon detected bullish signals: outperforming, doubles down (lexicon score: +0.08). Composite signal score: -0.674."
2026-03-10T23:32:57.561868+00:00,EQIX,SELL,SELL,NEGATIVE,HIGH,-0.6522,-0.7722,0.9576,3.96,risk_off,10,10,"expands, boom",sell-off,Positive news sentiment (5/10 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"5 of 10 confident headlines classified positive, 2 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 2 negative headline(s) countering 5 positive one(s). Lexicon detected bullish signals: expands, boom (lexicon score: +0.02). Lexicon detected bearish signals: sell-off (lexicon score: +0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.652."
2026-03-10T23:25:32.365547+00:00,BMY,SELL,SELL,NEGATIVE,MEDIUM,-0.6466,-0.7666,0.9542,3.96,risk_off,182,167,"fda approval, target on, upgraded, surges, overweight rating","bubble, sells off",Positive news sentiment (104/167 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 172, 'yahoo_finance': 10}","104 of 167 confident headlines classified positive, 21 negative, 42 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'upgraded' detected (historically positive avg CAR=+0.38%). Signal partially dampened by 21 negative headline(s) countering 104 positive one(s). Lexicon detected bullish signals: fda approval, target on, upgraded (lexicon score: +0.03). Lexicon detected bearish signals: bubble, sells off (lexicon score: +0.03). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.647."
2026-03-10T23:22:26.103477+00:00,MU,SELL,SELL,NEGATIVE,MEDIUM,-0.6321,-0.7521,0.9555,3.96,risk_off,218,200,"surge, boom, rally, expands, strategic partnership","tumble, warning, pressure, avoid, dropped",Positive news sentiment (111/200 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 208, 'yahoo_finance': 10}","111 of 200 confident headlines classified positive, 22 negative, 67 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 22 negative headline(s) countering 111 positive one(s). Lexicon detected bullish signals: surge, boom, rally (lexicon score: +0.04). Lexicon detected bearish signals: tumble, warning, pressure (lexicon score: +0.04). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.632."
2026-03-10T23:26:14.185972+00:00,WMT,SELL,SELL,NEGATIVE,MEDIUM,-0.6277,-0.7477,0.9592,3.96,risk_off,217,201,"expands, ipo, surges, upgrade, upgrades","tumble, downgrades, pressure, sinking, dive",Positive news sentiment (98/201 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 207, 'yahoo_finance': 10}","98 of 201 confident headlines classified positive, 39 negative, 64 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'goog' detected (historically negative avg CAR=-0.38%). Signal partially dampened by 39 negative headline(s) countering 98 positive one(s). Lexicon detected bullish signals: expands, ipo, surges (lexicon score: -0.01). Lexicon detected bearish signals: tumble, downgrades, pressure (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.628."
2026-03-10T23:20:38.919830+00:00,META,SELL,SELL,NEGATIVE,MEDIUM,-0.6197,-0.8397,0.9538,3.96,risk_off,301,281,"surged, beats, accelerates, jump, surges","lawsuit, fears, tumble, pressure, fraud",Positive news sentiment (91/281 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 188, 'sec_edgar': 68, 'yahoo_finance': 16, 'fnspid': 14, 'guardian': 13, 'nyt': 2}","91 of 281 confident headlines classified positive, 58 negative, 132 neutral (overall sentiment: positive). Highest-credibility source: sec_edgar (weight=1.0). Keyword 'programme' detected (historically negative avg CAR=-0.56%). Signal partially dampened by 58 negative headline(s) countering 91 positive one(s). Lexicon detected bullish signals: surged, beats, accelerates (lexicon score: +0.00). Lexicon detected bearish signals: lawsuit, fears, tumble (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.620."
2026-03-10T23:25:50.141553+00:00,GILD,SELL,SELL,NEGATIVE,MEDIUM,-0.6133,-0.7333,0.9403,3.96,risk_off,250,222,"price target raised, outperforms, breakthrough, earnings beat, profit rises","crash, drops, downgraded",Positive news sentiment (70/222 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 240, 'yahoo_finance': 10}","70 of 222 confident headlines classified positive, 22 negative, 130 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 22 negative headline(s) countering 70 positive one(s). Lexicon detected bullish signals: price target raised, outperforms, breakthrough (lexicon score: +0.00). Lexicon detected bearish signals: crash, drops, downgraded (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.613."
2026-03-10T23:20:19.254595+00:00,NVDA,SELL,SELL,NEGATIVE,MEDIUM,-0.6117,-0.8317,0.9487,3.96,risk_off,282,252,"soar, accelerates, soars, surges, jump","crash, dive, warning, slump, dives",Positive news sentiment (96/252 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 217, 'sec_edgar': 28, 'yahoo_finance': 19, 'fnspid': 14, 'economic_times': 3, 'nyt': 1}","96 of 252 confident headlines classified positive, 32 negative, 124 neutral (overall sentiment: positive). Highest-credibility source: sec_edgar (weight=1.0). Keyword 'cik 0001045810' detected (historically negative avg CAR=-1.82%). Signal partially dampened by 32 negative headline(s) countering 96 positive one(s). Lexicon detected bullish signals: soar, accelerates, soars (lexicon score: +0.01). Lexicon detected bearish signals: crash, dive, warning (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.612."
2026-03-10T23:29:16.292167+00:00,CAT,SELL,HOLD,NEGATIVE,MEDIUM,-0.5985,-0.7185,0.9312,3.96,risk_off,10,9,"raises pt, soars",,Positive news sentiment (5/9 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"5 of 9 confident headlines classified positive, 1 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 1 negative headline(s) countering 5 positive one(s). Lexicon detected bullish signals: raises pt, soars (lexicon score: +0.09). Composite signal score: -0.599."
2026-03-10T23:32:28.865914+00:00,PLD,SELL,HOLD,NEGATIVE,MEDIUM,-0.591,-0.711,0.9443,3.96,risk_off,233,209,"upgraded, buy rating, expands, surge, boom","downgraded, risks, sinks, bubble, bankruptcy",Positive news sentiment (88/209 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 223, 'yahoo_finance': 10}","88 of 209 confident headlines classified positive, 23 negative, 98 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'upgraded' detected (historically positive avg CAR=+0.38%). Signal partially dampened by 23 negative headline(s) countering 88 positive one(s). Lexicon detected bullish signals: upgraded, buy rating, expands (lexicon score: +0.01). Lexicon detected bearish signals: downgraded, risks, sinks (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.591."
2026-03-10T23:28:04.909676+00:00,GM,SELL,HOLD,NEGATIVE,MEDIUM,-0.5906,-0.8106,0.9446,3.96,risk_off,241,217,"price target raised, share buyback, raises its dividend, earnings beat, strong earnings","recall, lawsuit, uncertainty, at risk, bubble",Positive news sentiment (74/217 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 231, 'yahoo_finance': 10}","74 of 217 confident headlines classified positive, 38 negative, 105 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 38 negative headline(s) countering 74 positive one(s). Lexicon detected bullish signals: price target raised, share buyback, raises its dividend (lexicon score: +0.00). Lexicon detected bearish signals: recall, lawsuit, uncertainty (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.591."
2026-03-10T23:28:53.918368+00:00,SLB,SELL,HOLD,NEGATIVE,MEDIUM,-0.5881,-0.6081,0.9812,3.96,risk_off,10,8,outperforming,,Positive news sentiment (5/8 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"5 of 8 confident headlines classified positive, 1 negative, 2 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 1 negative headline(s) countering 5 positive one(s). Lexicon detected bullish signals: outperforming (lexicon score: +0.04). Composite signal score: -0.588."
2026-03-10T23:29:25.471649+00:00,HON,SELL,HOLD,NEGATIVE,MEDIUM,-0.5735,-0.6935,0.9558,3.96,risk_off,240,216,"upgrade, price target raised, surge, boom, raises pt","lawsuit, warns, pressure, headwinds, drops",Positive news sentiment (105/216 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 230, 'yahoo_finance': 10}","105 of 216 confident headlines classified positive, 24 negative, 87 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 24 negative headline(s) countering 105 positive one(s). Lexicon detected bullish signals: upgrade, price target raised, surge (lexicon score: +0.01). Lexicon detected bearish signals: lawsuit, warns, pressure (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.573."
2026-03-10T23:23:36.220558+00:00,AXP,SELL,HOLD,NEGATIVE,MEDIUM,-0.5704,-0.7904,0.9896,3.96,risk_off,10,9,,"tumble, avoid, warns",Positive news sentiment (3/9 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"3 of 9 confident headlines classified positive, 1 negative, 5 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 1 negative headline(s) countering 3 positive one(s). Lexicon detected bearish signals: tumble, avoid, warns (lexicon score: -0.11). Composite signal score: -0.570."
2026-03-10T23:29:58.284090+00:00,MMM,SELL,HOLD,NEGATIVE,MEDIUM,-0.568,-0.688,0.9498,3.96,risk_off,235,219,"boom, soars, price target raised, jumps, beat","avoid, lawsuit, bankruptcy, plummet, sank",Positive news sentiment (78/219 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 225, 'yahoo_finance': 10}","78 of 219 confident headlines classified positive, 66 negative, 75 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 66 negative headline(s) countering 78 positive one(s). Lexicon detected bullish signals: boom, soars, price target raised (lexicon score: -0.01). Lexicon detected bearish signals: avoid, lawsuit, bankruptcy (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.568."
2026-03-10T23:23:14.987051+00:00,C,SELL,HOLD,NEGATIVE,MEDIUM,-0.5581,-0.7781,0.9544,3.96,risk_off,10,10,"surges, upgrade","risks, selloff",Positive news sentiment (4/10 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"4 of 10 confident headlines classified positive, 1 negative, 5 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 1 negative headline(s) countering 4 positive one(s). Lexicon detected bullish signals: surges, upgrade (lexicon score: +0.02). Lexicon detected bearish signals: risks, selloff (lexicon score: +0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.558."
2026-03-10T23:22:00.629740+00:00,NOW,SELL,HOLD,NEGATIVE,MEDIUM,-0.536,-0.656,0.9542,3.96,risk_off,10,9,expands,"sinks, avoid",Positive news sentiment (4/9 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"4 of 9 confident headlines classified positive, 1 negative, 4 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 1 negative headline(s) countering 4 positive one(s). Lexicon detected bullish signals: expands (lexicon score: -0.04). Lexicon detected bearish signals: sinks, avoid (lexicon score: -0.04). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.536."
2026-03-10T23:29:50.463493+00:00,GE,SELL,HOLD,NEGATIVE,MEDIUM,-0.5333,-0.6533,0.9843,3.96,risk_off,10,10,"rally, earnings growth",,Positive news sentiment (4/10 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"4 of 10 confident headlines classified positive, 2 negative, 4 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 2 negative headline(s) countering 4 positive one(s). Lexicon detected bullish signals: rally, earnings growth (lexicon score: +0.09). Composite signal score: -0.533."
2026-03-10T23:31:05.924529+00:00,DIS,SELL,HOLD,NEGATIVE,LOW,-0.5133,-0.6333,0.9381,3.96,risk_off,231,198,"milestone, accelerates, surge, dividend increase","warning, avoid, delisted, drops, dropped",Positive news sentiment (48/198 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 221, 'yahoo_finance': 10}","48 of 198 confident headlines classified positive, 29 negative, 121 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'goog' detected (historically negative avg CAR=-0.38%). Signal partially dampened by 29 negative headline(s) countering 48 positive one(s). Lexicon detected bullish signals: milestone, accelerates, surge (lexicon score: +0.00). Lexicon detected bearish signals: warning, avoid, delisted (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.513."
2026-03-10T23:25:11.588039+00:00,MDT,SELL,HOLD,NEGATIVE,MEDIUM,-0.4972,-0.6172,0.8979,3.96,risk_off,10,10,"ipo, goes public",fear,Positive news sentiment (6/10 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"6 of 10 confident headlines classified positive, 1 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 1 negative headline(s) countering 6 positive one(s). Lexicon detected bullish signals: ipo, goes public (lexicon score: +0.09). Lexicon detected bearish signals: fear (lexicon score: +0.09). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.497."
2026-03-10T23:23:45.529825+00:00,PNC,SELL,HOLD,NEGATIVE,LOW,-0.4922,-0.7122,0.9514,3.96,risk_off,240,211,"rally, outperforming, price target raised, upgraded, accelerates","volatile, volatility, downgraded, fraud, sinking",Positive news sentiment (94/211 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 230, 'yahoo_finance': 10}","94 of 211 confident headlines classified positive, 31 negative, 86 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 31 negative headline(s) countering 94 positive one(s). Lexicon detected bullish signals: rally, outperforming, price target raised (lexicon score: +0.02). Lexicon detected bearish signals: volatile, volatility, downgraded (lexicon score: +0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.492."
2026-03-10T23:30:22.445545+00:00,DE,SELL,HOLD,NEGATIVE,MEDIUM,-0.4917,-0.6117,0.9713,3.96,risk_off,10,9,outperforming,sell-off,Positive news sentiment (4/9 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"4 of 9 confident headlines classified positive, 1 negative, 4 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 1 negative headline(s) countering 4 positive one(s). Lexicon detected bullish signals: outperforming (lexicon score: +0.00). Lexicon detected bearish signals: sell-off (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.492."
2026-03-10T23:32:20.924395+00:00,NEM,SELL,HOLD,NEGATIVE,LOW,-0.4906,-0.6106,0.958,3.96,risk_off,240,221,"ipo, price target raised, rally, boom, upgrades","dropped, slumps, dive, class action, crash",Positive news sentiment (100/221 confident headlines) | Macro regime (risk_off): -0.12,Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 231, 'yahoo_finance': 9}","100 of 221 confident headlines classified positive, 38 negative, 83 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'upgraded' detected (historically positive avg CAR=+0.38%). Signal partially dampened by 38 negative headline(s) countering 100 positive one(s). Lexicon detected bullish signals: ipo, price target raised, rally (lexicon score: +0.03). Lexicon detected bearish signals: dropped, slumps, dive (lexicon score: +0.03). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.491."
2026-03-10T23:20:31.436601+00:00,GOOGL,SELL,HOLD,NEGATIVE,LOW,-0.4868,-0.6068,0.9443,3.96,risk_off,246,225,"surges, rallied, soar, accelerates, jump","dive, warns, tumble, sinking, job cuts",Positive news sentiment (111/225 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 203, 'yahoo_finance': 16, 'fnspid': 14, 'sec_edgar': 10, 'nyt': 3}","111 of 225 confident headlines classified positive, 23 negative, 91 neutral (overall sentiment: positive). Highest-credibility source: sec_edgar (weight=1.0). Keyword 'adbe' detected (historically negative avg CAR=-1.51%). Signal partially dampened by 23 negative headline(s) countering 111 positive one(s). Lexicon detected bullish signals: surges, rallied, soar (lexicon score: +0.01). Lexicon detected bearish signals: dive, warns, tumble (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.487."
